A	tokei	1	1	3.65	0.67
A	micro	1	1	4.00	0.80
A	gdu	1	1	4.53	1.00
A	neofetch	1	1	1.46	0.19
A	duf	1	1	4.25	0.70
A	procs	1	1	5.30	0.94
B	eza	2	6	6.14	12.05
B	pandoc	1	2	7.75	7.84
